agent_timestamp,agent_field_id,agent_bin_id,expert_timestamp,expert_field_id,expert_bin_id,timestamp
1482368557,-1,0,1482368557,-1,0,1482368557
1482368677,7655,105,1482368567,10861,112,1482368677
1482368797,15467,340,1482368690,10459,144,1482368797
1482368917,12132,340,1482368809,10460,179,1482368917
1482369037,15957,340,1482376050,10795,411,1482369037
1482369157,4421,340,1482376169,10795,411,1482369157
1482369277,12132,340,1482376288,10669,470,1482369277
1482369397,16001,340,1482376408,10669,470,1482369397
1482369517,15988,340,1482376719,9907,242,1482369517
1482369637,12643,340,1482376839,9989,242,1482369637
1482369757,15978,340,1482376960,10862,242,1482369757
1482369877,7220,340,1482377104,10863,128,1482369877
1482369997,15986,340,1482377223,10863,128,1482369997
1482370117,15956,340,1482377342,10761,98,1482370117
1482370237,16004,340,1482377461,10762,129,1482370237
1482370357,9664,340,1482377580,10762,129,1482370357
1482370477,15952,340,1482379705,9334,345,1482370477
1482370597,15952,340,1482379828,10864,400,1482370597
1482370717,15966,340,1482379957,9335,345,1482370717
1482370837,15014,340,1482380076,9335,345,1482370837
1482370957,4639,340,1482380194,9336,345,1482370957
1482371077,5464,340,1482380314,9336,345,1482371077
1482371197,15013,340,1482380433,9401,400,1482371197
1482371317,15979,340,1482380552,9401,400,1482371317
1482371437,12645,340,1482380671,10865,346,1482371437
1482371557,16004,340,1482380789,10865,346,1482371557
1482371677,12645,340,1482380909,10865,346,1482371677
1482371797,5288,340,1482381032,9400,459,1482371797
1482371917,12474,340,1482381150,9400,459,1482371917
1482372037,15980,340,1482381269,9402,401,1482372037
1482372157,15987,340,1482381388,9402,401,1482372157
1482372277,16008,340,1482381506,10859,401,1482372277
1482372397,9387,340,1482381626,10859,401,1482372397
1482372517,15992,340,1482381745,10860,346,1482372517
1482372637,5195,340,1482381864,10860,346,1482372637
1482372757,15992,340,1482381983,10866,346,1482372757
1482372877,4260,340,1482382102,10866,346,1482372877
1482372997,3849,340,1482382220,10866,346,1482372997
1482373117,15992,340,1482382339,10867,400,1482373117
1482373237,16011,340,1482382458,10867,400,1482373237
1482373357,4431,340,1482382577,10867,400,1482373357
1482373477,4272,340,1482382696,10868,400,1482373477
1482373597,15951,340,1482382815,10868,400,1482373597
1482373717,4433,340,1482382934,10868,400,1482373717
1482373837,9387,340,1482383053,10869,346,1482373837
