agent_timestamp,agent_field_id,agent_bin_id,expert_timestamp,expert_field_id,expert_bin_id,timestamp
1452226234,-1,2289,1452226234,-1,2289,1452226234
1452226354,13935,2095,1452226244,8255,2284,1452226244
1452226474,3207,2029,1452226364,8256,2221,1452226364
1452226594,8393,2157,1452226483,8256,2221,1452226483
1452226714,6117,2157,1452226603,8028,2221,1452226603
1452226834,13331,2157,1452226722,8028,2221,1452226722
1452226954,3228,2157,1452226874,8244,2154,1452226874
1452227074,3228,2157,1452227064,8181,2480,1452227064
1452227194,6119,2157,1452227208,8323,2478,1452227208
1452227314,11132,2157,1452227294,8042,2479,1452227294
1452227434,15801,2094,1452227414,6203,2415,1452227414
1452227554,3368,2094,1452227605,8520,2410,1452227605
1452227674,13988,2158,1452227725,8521,2410,1452227725
1452227794,15831,2158,1452227854,8522,2409,1452227854
